Product Details
NFRC ID,8909
CGDB ID,
Name,SageGlass® SR2.0_7mm lami fully tinted 1%T
Manufacturer,"SAGE Electrochromics, Inc."
Acceptance,#
Appearance,unknown
Filename,SageGlass_7_SR2_1dk.SAG
Type,glazing
Subtype,laminate
IGDB Version,33.0
CGDB Version,
Specular,True
Thickness,6.98999977111816
TIR f,0.0
TIR b,
Emis f,0.839105188846588
Emis b,0.139635980129242
Conductivity,0.679000020027161
Permeability Factor,
tfsol,0.004364469
rfsol,0.1144846
rbsol,0.1153374
tfvis,0.01076648
rfvis,0.1128854
rbvis,0.01256683
tdw,0.0111224
tuv,0.0002680672
tspf,12580.23
tciex,0.9203137
tciey,1.127636
tciez,1.969637
rfciex,10.53258
rfciey,11.40154
rfciez,14.07595

Spectral Data
Wavelength,T,Rf,Rb
2.33,0.0,0.0450000017881393,0.676999986171722
2.335,0.0,0.0439999997615814,0.676999986171722
2.34,0.0,0.0430000014603138,0.679000020027161
2.345,0.0,0.0430000014603138,0.680000007152557
2.35,0.0,0.0430000014603138,0.681999981403351
2.355,0.0,0.0439999997615814,0.684000015258789
2.36,0.0,0.0439999997615814,0.685000002384186
2.365,0.0,0.0439999997615814,0.685999989509583
2.37,0.0,0.0439999997615814,0.686999976634979
2.375,0.0,0.0430000014603138,0.688000023365021
2.38,0.0,0.0439999997615814,0.689999997615814
2.385,0.0,0.0439999997615814,0.689999997615814
2.39,0.0,0.0430000014603138,0.693000018596649
2.395,0.0,0.0430000014603138,0.693000018596649
2.4,0.0,0.0419999994337559,0.694000005722046
2.405,0.0,0.0430000014603138,0.693000018596649
2.41,0.0,0.0430000014603138,0.693000018596649
2.415,0.0,0.0410000011324883,0.693000018596649
2.42,0.0,0.0419999994337559,0.694000005722046
2.425,0.0,0.0419999994337559,0.694999992847443
2.43,0.0,0.0439999997615814,0.697000026702881
2.435,0.0,0.0430000014603138,0.699999988079071
2.44,0.0,0.0430000014603138,0.700999975204468
2.445,0.0,0.0430000014603138,0.704999983310699
2.45,0.0,0.0439999997615814,0.707000017166138
2.455,0.0,0.046000000089407,0.708999991416931
2.46,0.0,0.0450000017881393,0.711000025272369
2.465,0.0,0.0450000017881393,0.709999978542328
2.47,0.0,0.0439999997615814,0.708999991416931
2.475,0.0020000000949949,0.0450000017881393,0.708000004291534
2.48,0.00300000002607703,0.0450000017881393,0.708999991416931
2.485,0.00300000002607703,0.0450000017881393,0.711000025272369
2.49,0.0020000000949949,0.046000000089407,0.712999999523163
2.495,0.00100000004749745,0.0469999983906746,0.716000020503998
2.5,0.00100000004749745,0.0480000004172325,0.718999981880188
5.0,0.0,0.0320000015199184,0.809000015258789
5.025,0.0,0.0309999994933605,0.810000002384186
5.051,0.0,0.0309999994933605,0.810999989509583
5.076,0.0,0.0309999994933605,0.811999976634979
5.102,0.0,0.0309999994933605,0.811999976634979
5.128,0.0,0.0309999994933605,0.813000023365021
5.155,0.0,0.0299999993294477,0.813000023365021
5.181,0.0,0.0299999993294477,0.814000010490417
5.208,0.0,0.0299999993294477,0.814000010490417
5.236,0.0,0.0299999993294477,0.814999997615814
5.263,0.0,0.0299999993294477,0.814999997615814
5.291,0.0,0.0299999993294477,0.815999984741211
5.319,0.0,0.028999999165535,0.816999971866608
5.348,0.0,0.028999999165535,0.816999971866608
5.376,0.0,0.028999999165535,0.818000018596649
5.405,0.0,0.028999999165535,0.818000018596649
5.435,0.0,0.028999999165535,0.819000005722046
5.464,0.0,0.0280000008642673,0.819999992847443
5.495,0.0,0.0280000008642673,0.819999992847443
5.525,0.0,0.0280000008642673,0.820999979972839
5.556,0.0,0.0280000008642673,0.820999979972839
5.587,0.0,0.0280000008642673,0.822000026702881
5.618,0.0,0.0270000007003546,0.822000026702881
5.65,0.0,0.0270000007003546,0.823000013828278
5.682,0.0,0.0270000007003546,0.823000013828278
5.714,0.0,0.0260000005364418,0.824000000953674
5.747,0.0,0.0260000005364418,0.824999988079071
5.78,0.0,0.0260000005364418,0.824999988079071
5.814,0.0,0.0260000005364418,0.825999975204468
5.848,0.0,0.0260000005364418,0.827000021934509
5.882,0.0,0.025000000372529,0.827000021934509
5.917,0.0,0.025000000372529,0.827000021934509
5.952,0.0,0.025000000372529,0.828000009059906
5.988,0.0,0.0240000002086163,0.828999996185303
6.024,0.0,0.0240000002086163,0.828999996185303
6.061,0.0,0.0240000002086163,0.829999983310699
6.098,0.0,0.0230000000447035,0.829999983310699
6.135,0.0,0.0230000000447035,0.832000017166138
6.173,0.0,0.0230000000447035,0.832000017166138
6.211,0.0,0.0219999998807907,0.832000017166138
6.25,0.0,0.0219999998807907,0.833000004291534
6.289,0.0,0.0219999998807907,0.833999991416931
6.329,0.0,0.0209999997168779,0.833999991416931
6.369,0.0,0.0209999997168779,0.834999978542328
